GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BDK001,BDK002,BDK003,BDK004,BDK005,BDK006
"G3700130","1930","North Carolina","370","Beaufort","0130","Beaufort",10710,10781,6612,6923,0,0
"G3700150","1930","North Carolina","370","Bertie","0150","Bertie",5667,5560,7207,7409,1,0
"G3700170","1930","North Carolina","370","Bladen","0170","Bladen",6673,6379,4499,4704,59,75
"G3700190","1930","North Carolina","370","Brunswick","0190","Brunswick",5047,4843,2928,3000,0,0
"G3700210","1930","North Carolina","370","Buncombe","0210","Buncombe",39906,41370,7600,9055,6,0
"G3700230","1930","North Carolina","370","Burke","0230","Burke",13145,13658,1228,1378,1,0
"G3700250","1930","North Carolina","370","Cabarrus","0250","Cabarrus",18429,17989,3867,4040,4,2
"G3700270","1930","North Carolina","370","Caldwell","0270","Caldwell",12946,12664,1160,1246,0,0
"G3700290","1930","North Carolina","370","Camden","0290","Camden",1659,1614,1099,1089,0,0
"G3700310","1930","North Carolina","370","Carteret","0310","Carteret",7228,7137,1205,1329,1,0
"G3700330","1930","North Carolina","370","Caswell","0330","Caswell",5019,4722,4232,4241,0,0
"G3700350","1930","North Carolina","370","Catawba","0350","Catawba",19308,19745,2396,2542,0,0
"G3700370","1930","North Carolina","370","Chatham","0370","Chatham",8351,7808,4055,3963,0,0
"G3700390","1930","North Carolina","370","Cherokee","0390","Cherokee",7987,7769,177,158,38,22
"G3700410","1930","North Carolina","370","Chowan","0410","Chowan",2942,3017,2571,2752,0,0
"G3700430","1930","North Carolina","370","Clay","0430","Clay",2697,2620,66,50,0,1
"G3700450","1930","North Carolina","370","Cleveland","0450","Cleveland",19929,19917,5996,6071,1,0
"G3700470","1930","North Carolina","370","Columbus","0470","Columbus",13224,12677,5750,5837,116,116
"G3700490","1930","North Carolina","370","Craven","0490","Craven",7895,7960,7191,7618,1,0
"G3700510","1930","North Carolina","370","Cumberland","0510","Cumberland",14875,13211,8202,8847,37,47
"G3700530","1930","North Carolina","370","Currituck","0530","Currituck",2285,2170,1146,1109,0,0
"G3700550","1930","North Carolina","370","Dare","0550","Dare",2455,2343,199,205,0,0
"G3700570","1930","North Carolina","370","Davidson","0570","Davidson",21470,21159,2601,2634,1,0
"G3700590","1930","North Carolina","370","Davie","0590","Davie",5933,6027,1216,1210,0,0
"G3700610","1930","North Carolina","370","Duplin","0610","Duplin",11357,10759,6325,6662,0,0
"G3700630","1930","North Carolina","370","Durham","0630","Durham",21344,22363,11093,12388,5,3
"G3700650","1930","North Carolina","370","Edgecombe","0650","Edgecombe",10323,10305,13299,13960,7,0
"G3700670","1930","North Carolina","370","Forsyth","0670","Forsyth",36632,37864,17623,19559,3,0
"G3700690","1930","North Carolina","370","Franklin","0690","Franklin",8330,8179,6322,6619,3,3
"G3700710","1930","North Carolina","370","Gaston","0710","Gaston",32510,33191,5884,6508,0,0
"G3700730","1930","North Carolina","370","Gates","0730","Gates",2767,2742,2509,2533,0,0
"G3700750","1930","North Carolina","370","Graham","0750","Graham",2991,2648,1,0,109,92
"G3700770","1930","North Carolina","370","Granville","0770","Granville",7362,7305,7026,7019,5,6
"G3700790","1930","North Carolina","370","Greene","0790","Greene",4861,4850,4498,4447,0,0
"G3700810","1930","North Carolina","370","Guilford","0810","Guilford",51602,52695,13760,14936,11,6
"G3700830","1930","North Carolina","370","Halifax","0830","Halifax",11418,10976,15170,15675,7,0
"G3700850","1930","North Carolina","370","Harnett","0850","Harnett",13915,13544,5109,5280,35,28
"G3700870","1930","North Carolina","370","Haywood","0870","Haywood",13981,13597,337,358,0,0
"G3700890","1930","North Carolina","370","Henderson","0890","Henderson",10588,10622,1044,1148,2,0
"G3700910","1930","North Carolina","370","Hertford","0910","Hertford",3660,3579,5122,5181,0,0
"G3700930","1930","North Carolina","370","Hoke","0930","Hoke",2662,2586,4233,4402,174,187
"G3700950","1930","North Carolina","370","Hyde","0950","Hyde",2577,2476,1728,1768,1,0
"G3700970","1930","North Carolina","370","Iredell","0970","Iredell",18583,18809,4502,4799,0,0
"G3700990","1930","North Carolina","370","Jackson","0990","Jackson",8457,7925,303,281,291,262
"G3701010","1930","North Carolina","370","Johnston","1010","Johnston",22319,22173,6473,6656,0,0
"G3701030","1930","North Carolina","370","Jones","1030","Jones",2918,2830,2307,2373,0,0
"G3701050","1930","North Carolina","370","Lee","1050","Lee",5837,5753,2639,2766,1,0
"G3701070","1930","North Carolina","370","Lenoir","1070","Lenoir",10022,10254,7486,7952,1,1
"G3701090","1930","North Carolina","370","Lincoln","1090","Lincoln",9809,9741,1585,1736,1,0
"G3701110","1930","North Carolina","370","McDowell","1110","Mcdowell",9254,9081,972,1029,0,0
"G3701130","1930","North Carolina","370","Macon","1130","Macon",6785,6438,238,211,0,0
"G3701150","1930","North Carolina","370","Madison","1150","Madison",10222,9817,142,125,0,0
"G3701170","1930","North Carolina","370","Martin","1170","Martin",6350,6041,5358,5651,0,0
"G3701190","1930","North Carolina","370","Mecklenburg","1190","Mecklenburg",44609,45317,17966,20057,18,4
"G3701210","1930","North Carolina","370","Mitchell","1210","Mitchell",7087,6819,28,28,0,0
"G3701230","1930","North Carolina","370","Montgomery","1230","Montgomery",6366,6122,1839,1891,0,0
"G3701250","1930","North Carolina","370","Moore","1250","Moore",8925,9488,4785,5010,3,4
"G3701270","1930","North Carolina","370","Nash","1270","Nash",14726,14562,11497,11959,21,17
"G3701290","1930","North Carolina","370","New Hanover","1290","New Hanover",12721,13499,7724,9055,8,3
"G3701310","1930","North Carolina","370","Northampton","1310","Northampton",5034,5084,8517,8525,0,1
"G3701330","1930","North Carolina","370","Onslow","1330","Onslow",5766,5444,2033,2046,0,0
"G3701350","1930","North Carolina","370","Orange","1350","Orange",7341,6925,3515,3389,1,0
"G3701370","1930","North Carolina","370","Pamlico","1370","Pamlico",3138,3008,1573,1580,0,0
"G3701390","1930","North Carolina","370","Pasquotank","1390","Pasquotank",5402,5534,3985,4221,1,0
"G3701410","1930","North Carolina","370","Pender","1410","Pender",4138,3980,3645,3922,1,0
"G3701430","1930","North Carolina","370","Perquimans","1430","Perquimans",2717,2664,2547,2740,0,0
"G3701450","1930","North Carolina","370","Person","1450","Person",6733,6546,4268,4316,85,91
"G3701470","1930","North Carolina","370","Pitt","1470","Pitt",14096,14000,12797,13573,0,0
"G3701490","1930","North Carolina","370","Polk","1490","Polk",4413,4273,740,790,0,0
"G3701510","1930","North Carolina","370","Randolph","1510","Randolph",16350,16068,1917,1923,1,0
"G3701530","1930","North Carolina","370","Richmond","1530","Richmond",10389,10310,6321,6962,22,12
"G3701550","1930","North Carolina","370","Robeson","1550","Robeson",15606,15717,11005,11779,6238,6167
"G3701570","1930","North Carolina","370","Rockingham","1570","Rockingham",19899,19697,5434,5903,76,74
"G3701590","1930","North Carolina","370","Rowan","1590","Rowan",22626,22541,5656,5832,8,2
"G3701610","1930","North Carolina","370","Rutherford","1610","Rutherford",17512,17569,2560,2802,4,5
"G3701630","1930","North Carolina","370","Sampson","1630","Sampson",13134,12884,6740,6930,185,209
"G3701650","1930","North Carolina","370","Scotland","1650","Scotland",4243,4576,5218,5581,283,273
"G3701670","1930","North Carolina","370","Stanly","1670","Stanly",13487,13198,1774,1757,0,0
"G3701690","1930","North Carolina","370","Stokes","1690","Stokes",10050,9802,1211,1227,0,0
"G3701710","1930","North Carolina","370","Surry","1710","Surry",18476,18557,1290,1426,0,0
"G3701730","1930","North Carolina","370","Swain","1730","Swain",5187,5128,96,97,542,518
"G3701750","1930","North Carolina","370","Transylvania","1750","Transylvania",4565,4379,291,353,1,0
"G3701770","1930","North Carolina","370","Tyrrell","1770","Tyrrell",1758,1699,830,877,0,0
"G3701790","1930","North Carolina","370","Union","1790","Union",15753,15177,4974,5074,1,0
"G3701810","1930","North Carolina","370","Vance","1810","Vance",7664,7621,5913,6096,0,0
"G3701830","1930","North Carolina","370","Wake","1830","Wake",30475,30352,16457,17459,9,5
"G3701850","1930","North Carolina","370","Warren","1850","Warren",4267,4251,7246,7600,0,0
"G3701870","1930","North Carolina","370","Washington","1870","Washington",3136,3026,2644,2797,0,0
"G3701890","1930","North Carolina","370","Watauga","1890","Watauga",7558,7355,158,94,0,0
"G3701910","1930","North Carolina","370","Wayne","1910","Wayne",14869,14939,11116,12089,0,0
"G3701930","1930","North Carolina","370","Wilkes","1930","Wilkes",16740,16725,1305,1391,1,0
"G3701950","1930","North Carolina","370","Wilson","1950","Wilson",12908,12669,9401,9924,5,7
"G3701970","1930","North Carolina","370","Yadkin","1970","Yadkin",8691,8333,512,474,0,0
"G3701990","1930","North Carolina","370","Yancey","1990","Yancey",7252,7071,98,65,0,0
"G3800010","1930","North Dakota","380","Adams","0010","Adams",3454,2883,0,0,5,1
"G3800030","1930","North Dakota","380","Barnes","0030","Barnes",9996,8807,0,0,1,0
"G3800050","1930","North Dakota","380","Benson","0050","Benson",6691,5554,3,1,561,517
"G3800070","1930","North Dakota","380","Billings","0070","Billings",1658,1481,1,0,0,0
"G3800090","1930","North Dakota","380","Bottineau","0090","Bottineau",7927,6852,1,1,41,31
"G3800110","1930","North Dakota","380","Bowman","0110","Bowman",2811,2303,2,0,3,0
"G3800130","1930","North Dakota","380","Burke","0130","Burke",5348,4650,0,0,0,0
"G3800150","1930","North Dakota","380","Burleigh","0150","Burleigh",10162,9370,44,16,36,141
"G3800170","1930","North Dakota","380","Cass","0170","Cass",24544,24054,28,14,62,33
"G3800190","1930","North Dakota","380","Cavalier","0190","Cavalier",7694,6773,2,0,51,34
"G3800210","1930","North Dakota","380","Dickey","0210","Dickey",5794,5079,1,2,1,0
"G3800230","1930","North Dakota","380","Divide","0230","Divide",5242,4375,11,7,1,0
"G3800250","1930","North Dakota","380","Dunn","0250","Dunn",4878,4344,0,0,184,160
"G3800270","1930","North Dakota","380","Eddy","0270","Eddy",3412,2869,5,4,36,20
"G3800290","1930","North Dakota","380","Emmons","0290","Emmons",6408,6055,0,0,1,3
"G3800310","1930","North Dakota","380","Foster","0310","Foster",3382,2963,0,0,8,0
"G3800330","1930","North Dakota","380","Golden Valley","0330","Golden Valley",2261,1861,0,0,0,0
"G3800350","1930","North Dakota","380","Grand Forks","0350","Grand Forks",16104,15603,10,9,125,105
"G3800370","1930","North Dakota","380","Grant","0370","Grant",5253,4877,1,0,2,1
"G3800390","1930","North Dakota","380","Griggs","0390","Griggs",3736,3142,7,4,0,0
"G3800410","1930","North Dakota","380","Hettinger","0410","Hettinger",4650,4146,0,0,0,0
"G3800430","1930","North Dakota","380","Kidder","0430","Kidder",4238,3792,0,0,1,0
"G3800450","1930","North Dakota","380","La Moure","0450","La Moure",6095,5421,0,0,1,0
"G3800470","1930","North Dakota","380","Logan","0470","Logan",4225,3863,0,0,1,0
"G3800490","1930","North Dakota","380","McHenry","0490","Mchenry",8194,7231,6,4,2,2
"G3800510","1930","North Dakota","380","McIntosh","0510","Mcintosh",4926,4695,0,0,0,0
"G3800530","1930","North Dakota","380","McKenzie","0530","Mckenzie",5307,4374,3,2,14,9
"G3800550","1930","North Dakota","380","McLean","0550","Mclean",9207,7987,0,0,402,395
"G3800570","1930","North Dakota","380","Mercer","0570","Mercer",4879,4489,0,0,74,74
"G3800590","1930","North Dakota","380","Morton","0590","Morton",10227,9395,8,2,8,7
"G3800610","1930","North Dakota","380","Mountrail","0610","Mountrail",7275,6195,5,0,35,34
"G3800630","1930","North Dakota","380","Nelson","0630","Nelson",5550,4632,5,3,9,4
"G3800650","1930","North Dakota","380","Oliver","0650","Oliver",2249,2013,0,0,0,0
"G3800670","1930","North Dakota","380","Pembina","0670","Pembina",7660,6758,5,6,180,148
"G3800690","1930","North Dakota","380","Pierce","0690","Pierce",4760,4306,3,3,2,0
"G3800710","1930","North Dakota","380","Ramsey","0710","Ramsey",8582,7412,19,7,124,108
"G3800730","1930","North Dakota","380","Ransom","0730","Ransom",5842,5132,3,3,1,2
"G3800750","1930","North Dakota","380","Renville","0750","Renville",3950,3312,1,0,0,0
"G3800770","1930","North Dakota","380","Richland","0770","Richland",11129,9851,1,0,12,15
"G3800790","1930","North Dakota","380","Rolette","0790","Rolette",3944,3403,0,0,1785,1628
"G3800810","1930","North Dakota","380","Sargent","0810","Sargent",4982,4281,4,2,15,14
"G3800830","1930","North Dakota","380","Sheridan","0830","Sheridan",3922,3449,0,0,1,1
"G3800850","1930","North Dakota","380","Sioux","0850","Sioux",1766,1524,1,0,711,685
"G3800870","1930","North Dakota","380","Slope","0870","Slope",2309,1841,0,0,0,0
"G3800890","1930","North Dakota","380","Stark","0890","Stark",7980,7358,1,1,0,0
"G3800910","1930","North Dakota","380","Steele","0910","Steele",3735,3237,0,0,0,0
"G3800930","1930","North Dakota","380","Stutsman","0930","Stutsman",13660,12417,6,3,14,0
"G3800950","1930","North Dakota","380","Towner","0950","Towner",4545,3825,1,1,8,13
"G3800970","1930","North Dakota","380","Traill","0970","Traill",6828,5757,0,0,9,6
"G3800990","1930","North Dakota","380","Walsh","0990","Walsh",10452,9489,1,0,66,39
"G3801010","1930","North Dakota","380","Ward","1010","Ward",17250,16118,45,31,127,26
"G3801030","1930","North Dakota","380","Wells","1030","Wells",7045,6238,1,1,0,0
"G3801050","1930","North Dakota","380","Williams","1050","Williams",10401,8888,8,7,133,116
"G3900010","1930","Ohio","390","Adams","0010","Adams",10450,9857,36,38,0,0
"G3900030","1930","Ohio","390","Allen","0030","Allen",33813,33899,887,799,14,7
"G3900050","1930","Ohio","390","Ashland","0050","Ashland",13423,13379,36,25,3,1
"G3900070","1930","Ohio","390","Ashtabula","0070","Ashtabula",34715,33280,200,157,8,1
"G3900090","1930","Ohio","390","Athens","0090","Athens",21893,21190,592,496,4,0
"G3900110","1930","Ohio","390","Auglaize","0110","Auglaize",14173,13812,27,20,0,2
"G3900130","1930","Ohio","390","Belmont","0130","Belmont",47246,44771,1456,1243,3,0
"G3900150","1930","Ohio","390","Brown","0150","Brown",9857,9473,397,420,1,0
"G3900170","1930","Ohio","390","Butler","0170","Butler",54703,53751,2837,2777,9,7
"G3900190","1930","Ohio","390","Carroll","0190","Carroll",8061,7713,143,139,1,0
"G3900210","1930","Ohio","390","Champaign","0210","Champaign",11684,11258,598,559,4,0
"G3900230","1930","Ohio","390","Clark","0230","Clark",40936,41222,4423,4320,25,10
"G3900250","1930","Ohio","390","Clermont","0250","Clermont",14657,14281,427,403,10,8
"G3900270","1930","Ohio","390","Clinton","0270","Clinton",10502,10409,330,303,1,2
"G3900290","1930","Ohio","390","Columbiana","0290","Columbiana",42562,42368,763,770,12,9
"G3900310","1930","Ohio","390","Coshocton","0310","Coshocton",14459,14287,109,116,1,4
"G3900330","1930","Ohio","390","Crawford","0330","Crawford",17577,17413,129,138,49,39
"G3900350","1930","Ohio","390","Cuyahoga","0350","Cuyahoga",564014,561021,37417,37410,1265,328
"G3900370","1930","Ohio","390","Darke","0370","Darke",19068,18701,136,104,0,0
"G3900390","1930","Ohio","390","Defiance","0390","Defiance",11472,11200,20,6,9,7
"G3900410","1930","Ohio","390","Delaware","0410","Delaware",12495,12874,263,373,11,0
"G3900430","1930","Ohio","390","Erie","0430","Erie",20998,19982,621,529,2,1
"G3900450","1930","Ohio","390","Fairfield","0450","Fairfield",22348,21196,360,102,4,0
"G3900470","1930","Ohio","390","Fayette","0470","Fayette",9970,9827,488,470,0,0
"G3900490","1930","Ohio","390","Franklin","0490","Franklin",160033,165029,18662,17119,175,37
"G3900510","1930","Ohio","390","Fulton","0510","Fulton",11891,11552,11,14,6,3
"G3900530","1930","Ohio","390","Gallia","0530","Gallia",11081,10636,690,642,1,0
"G3900550","1930","Ohio","390","Geauga","0550","Geauga",8156,7166,53,37,1,1
"G3900570","1930","Ohio","390","Greene","0570","Greene",14785,14422,1982,2061,7,2
"G3900590","1930","Ohio","390","Guernsey","0590","Guernsey",20782,20131,297,274,2,0
"G3900610","1930","Ohio","390","Hamilton","0610","Hamilton",260129,273655,27783,27530,181,78
"G3900630","1930","Ohio","390","Hancock","0630","Hancock",19919,20203,139,143,0,0
"G3900650","1930","Ohio","390","Hardin","0650","Hardin",13935,13318,186,165,20,11
"G3900670","1930","Ohio","390","Harrison","0670","Harrison",9407,8796,334,307,0,0
"G3900690","1930","Ohio","390","Henry","0690","Henry",11544,10956,6,6,9,3
"G3900710","1930","Ohio","390","Highland","0710","Highland",12261,12243,453,459,0,0
"G3900730","1930","Ohio","390","Hocking","0730","Hocking",10413,9878,70,45,1,0
"G3900750","1930","Ohio","390","Holmes","0750","Holmes",8674,8052,0,0,0,0
"G3900770","1930","Ohio","390","Huron","0770","Huron",16789,16464,240,198,4,5
"G3900790","1930","Ohio","390","Jackson","0790","Jackson",12500,12165,191,184,0,0
"G3900810","1930","Ohio","390","Jefferson","0810","Jefferson",43718,40112,2371,2020,54,32
"G3900830","1930","Ohio","390","Knox","0830","Knox",14486,14458,200,192,2,0
"G3900850","1930","Ohio","390","Lake","0850","Lake",20986,20065,350,255,14,4
"G3900870","1930","Ohio","390","Lawrence","0870","Lawrence",21812,21053,893,776,5,2
"G3900890","1930","Ohio","390","Licking","0890","Licking",29826,29334,404,392,6,0
"G3900910","1930","Ohio","390","Logan","0910","Logan",14302,14132,278,267,2,0
"G3900930","1930","Ohio","390","Lorain","0930","Lorain",54058,50558,1713,1621,883,373
"G3900950","1930","Ohio","390","Lucas","0950","Lucas",169444,163908,7193,6427,504,233
"G3900970","1930","Ohio","390","Madison","0970","Madison",10233,9041,607,365,6,1
"G3900990","1930","Ohio","390","Mahoning","0990","Mahoning",112164,106184,9087,8329,283,95
"G3901010","1930","Ohio","390","Marion","1010","Marion",22435,22487,227,208,41,22
"G3901030","1930","Ohio","390","Medina","1030","Medina",15146,14276,146,108,1,0
"G3901050","1930","Ohio","390","Meigs","1050","Meigs",11814,11550,304,292,0,1
"G3901070","1930","Ohio","390","Mercer","1070","Mercer",12888,12142,28,27,4,7
"G3901090","1930","Ohio","390","Miami","1090","Miami",24898,25095,646,635,18,9
"G3901110","1930","Ohio","390","Monroe","1110","Monroe",9324,9065,19,18,0,0
"G3901130","1930","Ohio","390","Montgomery","1130","Montgomery",128668,126411,9419,8894,67,22
"G3901150","1930","Ohio","390","Morgan","1150","Morgan",6782,6526,153,122,0,0
"G3901170","1930","Ohio","390","Morrow","1170","Morrow",7371,7094,12,12,0,0
"G3901190","1930","Ohio","390","Muskingum","1190","Muskingum",32619,32661,1109,1002,5,2
"G3901210","1930","Ohio","390","Noble","1210","Noble",7693,7240,13,15,0,0
"G3901230","1930","Ohio","390","Ottawa","1230","Ottawa",12543,11399,82,69,10,6
"G3901250","1930","Ohio","390","Paulding","1250","Paulding",7648,7188,142,134,90,99
