GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B79AA125,B79AA125M
"G3600610","2008-2012","New York","36","360","New York County","061","0610","New York County, New York",68370,810
"G3600630","2008-2012","New York","36","360","Niagara County","063","0630","Niagara County, New York",47736,1171
"G3600650","2008-2012","New York","36","360","Oneida County","065","0650","Oneida County, New York",49148,999
"G3600670","2008-2012","New York","36","360","Onondaga County","067","0670","Onondaga County, New York",53593,683
"G3600690","2008-2012","New York","36","360","Ontario County","069","0690","Ontario County, New York",56455,2103
"G3600710","2008-2012","New York","36","360","Orange County","071","0710","Orange County, New York",70712,1356
"G3600730","2008-2012","New York","36","360","Orleans County","073","0730","Orleans County, New York",50113,2267
"G3600750","2008-2012","New York","36","360","Oswego County","075","0750","Oswego County, New York",47288,1202
"G3600770","2008-2012","New York","36","360","Otsego County","077","0770","Otsego County, New York",46358,1632
"G3600790","2008-2012","New York","36","360","Putnam County","079","0790","Putnam County, New York",95259,2980
"G3600810","2008-2012","New York","36","360","Queens County","081","0810","Queens County, New York",56780,450
"G3600830","2008-2012","New York","36","360","Rensselaer County","083","0830","Rensselaer County, New York",58959,1429
"G3600850","2008-2012","New York","36","360","Richmond County","085","0850","Richmond County, New York",73496,1189
"G3600870","2008-2012","New York","36","360","Rockland County","087","0870","Rockland County, New York",86020,1430
"G3600890","2008-2012","New York","36","360","St. Lawrence County","089","0890","St. Lawrence County, New York",43745,1396
"G3600910","2008-2012","New York","36","360","Saratoga County","091","0910","Saratoga County, New York",67712,1609
"G3600930","2008-2012","New York","36","360","Schenectady County","093","0930","Schenectady County, New York",56445,1238
"G3600950","2008-2012","New York","36","360","Schoharie County","095","0950","Schoharie County, New York",51896,2452
"G3600970","2008-2012","New York","36","360","Schuyler County","097","0970","Schuyler County, New York",47869,3292
"G3600990","2008-2012","New York","36","360","Seneca County","099","0990","Seneca County, New York",49155,2380
"G3601010","2008-2012","New York","36","360","Steuben County","101","1010","Steuben County, New York",46519,1025
"G3601030","2008-2012","New York","36","360","Suffolk County","103","1030","Suffolk County, New York",87778,859
"G3601050","2008-2012","New York","36","360","Sullivan County","105","1050","Sullivan County, New York",48050,1765
"G3601070","2008-2012","New York","36","360","Tioga County","107","1070","Tioga County, New York",56488,3182
"G3601090","2008-2012","New York","36","360","Tompkins County","109","1090","Tompkins County, New York",50539,1745
"G3601110","2008-2012","New York","36","360","Ulster County","111","1110","Ulster County, New York",58934,1533
"G3601130","2008-2012","New York","36","360","Warren County","113","1130","Warren County, New York",54909,1767
"G3601150","2008-2012","New York","36","360","Washington County","115","1150","Washington County, New York",50864,2046
"G3601170","2008-2012","New York","36","360","Wayne County","117","1170","Wayne County, New York",53497,1228
"G3601190","2008-2012","New York","36","360","Westchester County","119","1190","Westchester County, New York",81093,988
"G3601210","2008-2012","New York","36","360","Wyoming County","121","1210","Wyoming County, New York",50635,2480
"G3601230","2008-2012","New York","36","360","Yates County","123","1230","Yates County, New York",48245,2765
"G3700010","2008-2012","North Carolina","37","370","Alamance County","001","0010","Alamance County, North Carolina",44155,1272
"G3700030","2008-2012","North Carolina","37","370","Alexander County","003","0030","Alexander County, North Carolina",39544,2451
"G3700050","2008-2012","North Carolina","37","370","Alleghany County","005","0050","Alleghany County, North Carolina",32449,3737
"G3700070","2008-2012","North Carolina","37","370","Anson County","007","0070","Anson County, North Carolina",34772,2314
"G3700090","2008-2012","North Carolina","37","370","Ashe County","009","0090","Ashe County, North Carolina",35670,2605
"G3700110","2008-2012","North Carolina","37","370","Avery County","011","0110","Avery County, North Carolina",38051,3091
"G3700130","2008-2012","North Carolina","37","370","Beaufort County","013","0130","Beaufort County, North Carolina",40147,2262
"G3700150","2008-2012","North Carolina","37","370","Bertie County","015","0150","Bertie County, North Carolina",31194,2749
"G3700170","2008-2012","North Carolina","37","370","Bladen County","017","0170","Bladen County, North Carolina",30031,2755
"G3700190","2008-2012","North Carolina","37","370","Brunswick County","019","0190","Brunswick County, North Carolina",46490,1282
"G3700210","2008-2012","North Carolina","37","370","Buncombe County","021","0210","Buncombe County, North Carolina",44206,938
"G3700230","2008-2012","North Carolina","37","370","Burke County","023","0230","Burke County, North Carolina",38062,1923
"G3700250","2008-2012","North Carolina","37","370","Cabarrus County","025","0250","Cabarrus County, North Carolina",54341,1593
"G3700270","2008-2012","North Carolina","37","370","Caldwell County","027","0270","Caldwell County, North Carolina",36108,2492
"G3700290","2008-2012","North Carolina","37","370","Camden County","029","0290","Camden County, North Carolina",56315,3750
"G3700310","2008-2012","North Carolina","37","370","Carteret County","031","0310","Carteret County, North Carolina",47506,1350
"G3700330","2008-2012","North Carolina","37","370","Caswell County","033","0330","Caswell County, North Carolina",38387,2757
"G3700350","2008-2012","North Carolina","37","370","Catawba County","035","0350","Catawba County, North Carolina",43657,1026
"G3700370","2008-2012","North Carolina","37","370","Chatham County","037","0370","Chatham County, North Carolina",57793,2014
"G3700390","2008-2012","North Carolina","37","370","Cherokee County","039","0390","Cherokee County, North Carolina",34981,3782
"G3700410","2008-2012","North Carolina","37","370","Chowan County","041","0410","Chowan County, North Carolina",36385,4398
"G3700430","2008-2012","North Carolina","37","370","Clay County","043","0430","Clay County, North Carolina",38536,3395
"G3700450","2008-2012","North Carolina","37","370","Cleveland County","045","0450","Cleveland County, North Carolina",38181,1652
"G3700470","2008-2012","North Carolina","37","370","Columbus County","047","0470","Columbus County, North Carolina",35182,2299
"G3700490","2008-2012","North Carolina","37","370","Craven County","049","0490","Craven County, North Carolina",47383,1430
"G3700510","2008-2012","North Carolina","37","370","Cumberland County","051","0510","Cumberland County, North Carolina",45413,910
"G3700530","2008-2012","North Carolina","37","370","Currituck County","053","0530","Currituck County, North Carolina",57446,3621
"G3700550","2008-2012","North Carolina","37","370","Dare County","055","0550","Dare County, North Carolina",55780,2379
"G3700570","2008-2012","North Carolina","37","370","Davidson County","057","0570","Davidson County, North Carolina",44318,1754
"G3700590","2008-2012","North Carolina","37","370","Davie County","059","0590","Davie County, North Carolina",51844,2290
"G3700610","2008-2012","North Carolina","37","370","Duplin County","061","0610","Duplin County, North Carolina",33896,1497
"G3700630","2008-2012","North Carolina","37","370","Durham County","063","0630","Durham County, North Carolina",50997,1242
"G3700650","2008-2012","North Carolina","37","370","Edgecombe County","065","0650","Edgecombe County, North Carolina",33917,1562
"G3700670","2008-2012","North Carolina","37","370","Forsyth County","067","0670","Forsyth County, North Carolina",45809,862
"G3700690","2008-2012","North Carolina","37","370","Franklin County","069","0690","Franklin County, North Carolina",42920,2389
"G3700710","2008-2012","North Carolina","37","370","Gaston County","071","0710","Gaston County, North Carolina",43220,1198
"G3700730","2008-2012","North Carolina","37","370","Gates County","073","0730","Gates County, North Carolina",45136,3385
"G3700750","2008-2012","North Carolina","37","370","Graham County","075","0750","Graham County, North Carolina",32137,2894
"G3700770","2008-2012","North Carolina","37","370","Granville County","077","0770","Granville County, North Carolina",49893,1847
"G3700790","2008-2012","North Carolina","37","370","Greene County","079","0790","Greene County, North Carolina",40833,4760
"G3700810","2008-2012","North Carolina","37","370","Guilford County","081","0810","Guilford County, North Carolina",46223,952
"G3700830","2008-2012","North Carolina","37","370","Halifax County","083","0830","Halifax County, North Carolina",31614,1673
"G3700850","2008-2012","North Carolina","37","370","Harnett County","085","0850","Harnett County, North Carolina",44242,1968
"G3700870","2008-2012","North Carolina","37","370","Haywood County","087","0870","Haywood County, North Carolina",42089,1950
"G3700890","2008-2012","North Carolina","37","370","Henderson County","089","0890","Henderson County, North Carolina",46503,1651
"G3700910","2008-2012","North Carolina","37","370","Hertford County","091","0910","Hertford County, North Carolina",33412,2641
"G3700930","2008-2012","North Carolina","37","370","Hoke County","093","0930","Hoke County, North Carolina",46900,3043
"G3700950","2008-2012","North Carolina","37","370","Hyde County","095","0950","Hyde County, North Carolina",43608,4650
"G3700970","2008-2012","North Carolina","37","370","Iredell County","097","0970","Iredell County, North Carolina",50058,1396
"G3700990","2008-2012","North Carolina","37","370","Jackson County","099","0990","Jackson County, North Carolina",36403,1637
"G3701010","2008-2012","North Carolina","37","370","Johnston County","101","1010","Johnston County, North Carolina",50132,2033
"G3701030","2008-2012","North Carolina","37","370","Jones County","103","1030","Jones County, North Carolina",36460,4252
"G3701050","2008-2012","North Carolina","37","370","Lee County","105","1050","Lee County, North Carolina",45284,2434
"G3701070","2008-2012","North Carolina","37","370","Lenoir County","107","1070","Lenoir County, North Carolina",34440,1244
"G3701090","2008-2012","North Carolina","37","370","Lincoln County","109","1090","Lincoln County, North Carolina",50065,1908
"G3701110","2008-2012","North Carolina","37","370","McDowell County","111","1110","McDowell County, North Carolina",36388,2135
"G3701130","2008-2012","North Carolina","37","370","Macon County","113","1130","Macon County, North Carolina",38134,1996
"G3701150","2008-2012","North Carolina","37","370","Madison County","115","1150","Madison County, North Carolina",38658,3170
"G3701170","2008-2012","North Carolina","37","370","Martin County","117","1170","Martin County, North Carolina",35585,3335
"G3701190","2008-2012","North Carolina","37","370","Mecklenburg County","119","1190","Mecklenburg County, North Carolina",55961,724
"G3701210","2008-2012","North Carolina","37","370","Mitchell County","121","1210","Mitchell County, North Carolina",36276,3304
"G3701230","2008-2012","North Carolina","37","370","Montgomery County","123","1230","Montgomery County, North Carolina",32798,2660
"G3701250","2008-2012","North Carolina","37","370","Moore County","125","1250","Moore County, North Carolina",48238,2150
"G3701270","2008-2012","North Carolina","37","370","Nash County","127","1270","Nash County, North Carolina",43757,1490
"G3701290","2008-2012","North Carolina","37","370","New Hanover County","129","1290","New Hanover County, North Carolina",50420,1372
"G3701310","2008-2012","North Carolina","37","370","Northampton County","131","1310","Northampton County, North Carolina",30911,2066
"G3701330","2008-2012","North Carolina","37","370","Onslow County","133","1330","Onslow County, North Carolina",45812,1158
"G3701350","2008-2012","North Carolina","37","370","Orange County","135","1350","Orange County, North Carolina",55241,2576
"G3701370","2008-2012","North Carolina","37","370","Pamlico County","137","1370","Pamlico County, North Carolina",43825,3725
"G3701390","2008-2012","North Carolina","37","370","Pasquotank County","139","1390","Pasquotank County, North Carolina",46032,2446
"G3701410","2008-2012","North Carolina","37","370","Pender County","141","1410","Pender County, North Carolina",44071,1871
"G3701430","2008-2012","North Carolina","37","370","Perquimans County","143","1430","Perquimans County, North Carolina",42410,3438
"G3701450","2008-2012","North Carolina","37","370","Person County","145","1450","Person County, North Carolina",43292,1632
"G3701470","2008-2012","North Carolina","37","370","Pitt County","147","1470","Pitt County, North Carolina",40452,1275
"G3701490","2008-2012","North Carolina","37","370","Polk County","149","1490","Polk County, North Carolina",42762,4075
"G3701510","2008-2012","North Carolina","37","370","Randolph County","151","1510","Randolph County, North Carolina",41575,1198
"G3701530","2008-2012","North Carolina","37","370","Richmond County","153","1530","Richmond County, North Carolina",31726,1503
